time,seconds_elapsed,z,y,x
1714217592630296000,0.101296142578125,0.11461000144481659,0.039066001772880554,0.0031560000497847795
1714217592639943700,0.110943603515625,0.2793729901313782,0.04049199819564819,-0.0038449999410659075
1714217592649591300,0.12059130859375,0.4202840030193329,0.041134998202323914,0.00203300011344254
1714217592659239000,0.130239013671875,0.3386389911174774,0.02178099937736988,0.006393000017851591
1714217592668886800,0.13988671875,0.24755600094795227,0.03572700172662735,-0.002245000097900629
1714217592678534400,0.149534423828125,0.1072700023651123,0.02618199959397316,-0.003145999973639846
1714217592688181800,0.159181640625,0.01296399999409914,0.09987100213766098,-0.02331800013780594
1714217592697829600,0.16882958984375,0.013478999957442284,0.09566599875688553,-0.10353700071573257
1714217592707477200,0.178477294921875,0.00023600000713486224,0.14707300066947937,-0.2522819936275482
1714217592717124900,0.188124755859375,-0.05397599935531616,0.19939999282360077,-0.3738250136375427
1714217592726772500,0.1977724609375,-0.0945729985833168,0.1565759927034378,-0.43977901339530945
1714217592736420400,0.20742041015625,-0.16238300502300262,0.14097000658512115,-0.43603000044822693
1714217592746068000,0.21706787109375,-0.1757960021495819,0.12616600096225739,-0.37721699476242065
1714217592755715600,0.226715576171875,-0.16220299899578094,0.1677590012550354,-0.25095000863075256
1714217592765363200,0.23636328125,-0.2442380040884018,0.2389409989118576,-0.17966699600219727
1714217592775010800,0.2460107421875,-0.14958499372005463,0.2998279929161072,-0.18940900266170502
1714217592784658400,0.255658447265625,-0.04170199856162071,0.2415429949760437,-0.22626499831676483
1714217592794306000,0.26530615234375,0.06579100340604782,0.26846399903297424,-0.1677519977092743
1714217592803954000,0.274953857421875,0.2820039987564087,0.2842479944229126,-0.16272300481796265
1714217592813601500,0.2846015625,0.4164409935474396,0.2736319899559021,-0.19792500138282776
1714217592823249200,0.294249267578125,0.5237190127372742,0.2761240005493164,-0.3151780068874359
1714217592832896800,0.303896728515625,0.6311399936676025,0.33187898993492126,-0.3925650119781494
1714217592842544600,0.313544677734375,0.6434800028800964,0.35790398716926575,-0.525879979133606
1714217592852192300,0.323192138671875,0.5335540175437927,0.3672409951686859,-0.578728973865509
1714217592861839600,0.332839599609375,0.383078008890152,0.3873029947280884,-0.5363919734954834
1714217592871487500,0.342487548828125,0.3144899904727936,0.37872499227523804,-0.4934000074863434
1714217592881135000,0.352135009765625,0.3140529990196228,0.38334399461746216,-0.4366309940814972
1714217592890782700,0.36178271484375,0.31367599964141846,0.4010089933872223,-0.36637601256370544
1714217592900430300,0.371430419921875,0.38161399960517883,0.4166240096092224,-0.3370380103588104
1714217592910078200,0.381078125,0.39537400007247925,0.49721699953079224,-0.33599498867988586
1714217592919725600,0.3907255859375,0.2732490003108978,0.5607979893684387,-0.28219500184059143
1714217592929373400,0.40037353515625,0.06969299912452698,0.5804010033607483,-0.2845970094203949
1714217592939021000,0.41002099609375,-0.25628501176834106,0.5847359895706177,-0.2608709931373596
1714217592948668700,0.419668701171875,-0.5142470002174377,0.5627470016479492,-0.16887399554252625
1714217592958316300,0.42931640625,-0.5954269766807556,0.48923298716545105,-0.14351999759674072
1714217592967964000,0.4389638671875,-0.5134850144386292,0.4327940046787262,-0.12947900593280792
1714217592977611800,0.44861181640625,-0.2955699861049652,0.43332400918006897,-0.08628900349140167
1714217592987259400,0.45825927734375,-0.07769200205802917,0.4617210030555725,-0.13707999885082245
1714217592996906800,0.46790673828125,0.0450190007686615,0.5295339822769165,-0.17330799996852875
1714217593006554600,0.4775546875,0.12716199457645416,0.6083189845085144,-0.15486399829387665
1714217593016202200,0.4872021484375,0.0597510002553463,0.6164060235023499,-0.12346299737691879
1714217593025849900,0.496849853515625,-0.184580996632576,0.6093260049819946,-0.10709500312805176
1714217593035497500,0.50649755859375,-0.37448498606681824,0.520950973033905,-0.1049019992351532
1714217593045145000,0.51614501953125,-0.4556730091571808,0.48934000730514526,-0.089028000831604
1714217593054793000,0.52579296875,-0.36015599966049194,0.4609990119934082,-0.07304900139570236
1714217593064440600,0.535440673828125,-0.183228999376297,0.4762830138206482,-0.016628000885248184
1714217593074088200,0.545088134765625,-0.0201019998639822,0.4929809868335724,-0.08376500010490417
1714217593083735800,0.55473583984375,0.0476670004427433,0.5231890082359314,-0.09762600064277649
1714217593093383400,0.564383544921875,0.08827900141477585,0.5388669967651367,-0.07138100266456604
1714217593103031000,0.574031005859375,0.047272998839616776,0.5533729791641235,-0.005348000209778547
1714217593112678700,0.5836787109375,-0.03453199937939644,0.5806999802589417,0.08677999675273895
1714217593122326300,0.593326171875,-0.08905500173568726,0.5939559936523438,0.15130899846553802
1714217593131974000,0.602973876953125,-0.15717600286006927,0.6751469969749451,0.12057200074195862
1714217593141621500,0.61262158203125,-0.1980219930410385,0.7697449922561646,-0.059516001492738724
1714217593151269000,0.62226904296875,-0.19792500138282776,0.8910679817199707,-0.1703920066356659
1714217593160916700,0.631916748046875,-0.15687300264835358,0.9163399934768677,-0.23962900042533875
1714217593170564600,0.641564697265625,-0.18387700617313385,0.9955940246582031,-0.17316600680351257
1714217593180212200,0.651212158203125,-0.1427769958972931,1.0202209949493408,-0.06656599789857864
1714217593189859800,0.66085986328125,-0.1697939932346344,0.9766839742660522,-0.02916100062429905
1714217593199507700,0.6705078125,-0.251336008310318,0.9469820261001587,-0.00646300008520484
1714217593209155000,0.680155029296875,-0.25126901268959045,0.9044960141181946,-0.06659100204706192
1714217593218802700,0.689802734375,-0.29225799441337585,0.9043840169906616,-0.1964779943227768
1714217593228450600,0.699450439453125,-0.2925949990749359,0.8788120150566101,-0.2727380096912384
