Unnamed: 0,time,seconds_elapsed,z,y,x,str_time,difference
1488,1711523609371972400,14.486972412109376,9.781296730041504,0.5980290174484253,0.3728010058403015,2024-03-27 07:13:29.371972400,0.22522801160812378
1489,1711523609381618200,14.4966181640625,9.78394603729248,0.5958210229873657,0.2996299862861633,2024-03-27 07:13:29.381618200,0.29619103670120245
1490,1711523609391264000,14.506263916015625,9.784650802612305,0.5940290093421936,0.2794950008392334,2024-03-27 07:13:29.391264000,0.3145340085029602
1491,1711523609400909800,14.515909912109375,9.785765647888184,0.6134179830551147,0.1813659965991974,2024-03-27 07:13:29.400909800,0.43205198645591736
1492,1711523609410556000,14.525555908203126,9.785567283630373,0.6237810254096985,0.1547529995441436,2024-03-27 07:13:29.410556000,0.4690280258655549
1493,1711523609420202000,14.535201904296876,9.784711837768556,0.6530479788780212,0.0576150007545948,2024-03-27 07:13:29.420202000,0.5954329781234264
1494,1711523609429847600,14.54484765625,9.78349781036377,0.6726369857788086,0.0333039984107017,2024-03-27 07:13:29.429847600,0.6393329873681068
1495,1711523609439493600,14.55449365234375,9.783656120300291,0.6711469888687134,0.0054330001585185,2024-03-27 07:13:29.439493600,0.6657139887101948
1496,1711523609449139500,14.564139404296874,9.783096313476562,0.6792309880256653,0.0078859999775886,2024-03-27 07:13:29.449139500,0.6713449880480766
1497,1711523609458785500,14.57378564453125,9.78375244140625,0.6680589914321899,0.0477220006287097,2024-03-27 07:13:29.458785500,0.6203369908034803
1498,1711523609468431400,14.583431396484375,9.784197807312012,0.6585670113563538,0.0783770009875297,2024-03-27 07:13:29.468431400,0.580190010368824
1499,1711523609478077200,14.5930771484375,9.78440761566162,0.6501550078392029,0.1142209991812706,2024-03-27 07:13:29.478077200,0.5359340086579323
1500,1711523609487723300,14.60272314453125,9.784760475158691,0.6396350264549255,0.1405099928379058,2024-03-27 07:13:29.487723300,0.49912503361701976
1501,1711523609497369000,14.612369140625,9.783587455749512,0.6575080156326294,0.1397060006856918,2024-03-27 07:13:29.497369000,0.5178020149469376
