time,seconds_elapsed,z,y,x
1711795430105320700,0.16932080078125,9.662904739379883,1.6488909721374512,-0.28251299262046814
1711795430114969900,0.178969970703125,9.663542747497559,1.6587270498275757,-0.18696600198745728
1711795430124619300,0.188619384765625,9.667353630065918,1.6391639709472656,-0.1606370061635971
1711795430134268200,0.19826806640625,9.654444694519043,1.7102839946746826,-0.19240200519561768
1711795430143917600,0.20791748046875,9.640106201171875,1.766353964805603,-0.34458300471305847
1711795430153566500,0.21756640625,9.625262260437012,1.8286499977111816,-0.42513400316238403
1711795430163216000,0.2272158203125,9.61988639831543,1.8410199880599976,-0.48868900537490845
1711795430172865000,0.236864990234375,9.61976146697998,1.842329978942871,-0.4862140119075775
1711795430182514200,0.24651416015625,9.620036125183105,1.8413029909133911,-0.48465898633003235
1711795430192163600,0.25616357421875,9.620696067810059,1.8379930257797241,-0.4841099977493286
1711795430201812700,0.265812744140625,9.621745109558105,1.832679033279419,-0.4834209978580475
1711795430211462000,0.2754619140625,9.623153686523438,1.8261820077896118,-0.4799480140209198
1711795430221111000,0.285111083984375,9.624537467956543,1.820436954498291,-0.47398799657821655
1711795430230760200,0.29476025390625,9.625523567199707,1.8169050216674805,-0.4674830138683319
1711795430240409600,0.30440966796875,9.625898361206055,1.816161036491394,-0.4626320004463196
1711795430250058800,0.314058837890625,9.625663757324219,1.8178950548171997,-0.46070098876953125
1711795430259708000,0.3237080078125,9.625083923339844,1.820783019065857,-0.4613870084285736
1711795430269357000,0.333357177734375,9.624893188476562,1.8208789825439453,-0.4650000035762787
1711795430279006500,0.34300634765625,9.62994384765625,1.7847670316696167,-0.4991700053215027
1711795430288655400,0.3526552734375,9.631617546081543,1.7748609781265259,-0.5021790266036987
1711795430298304500,0.362304443359375,9.633459091186523,1.7648340463638306,-0.5022150278091431
1711795430307953700,0.37195361328125,9.637100219726562,1.7446500062942505,-0.5028799772262573
1711795430317602800,0.381602783203125,9.638949394226074,1.7356899976730347,-0.498430997133255
1711795430327252200,0.391252197265625,9.641407012939453,1.7181689739227295,-0.5114200115203857
1711795430336901400,0.4009013671875,9.642104148864746,1.713521957397461,-0.51385897397995
1711795430346550500,0.410550537109375,9.641449928283691,1.7216249704360962,-0.49883198738098145
1711795430356200000,0.420199951171875,9.641676902770996,1.7196639776229858,-0.5012140274047852
1711795430365848800,0.429848876953125,9.641180038452148,1.7254290580749512,-0.4908429980278015
1711795430375498000,0.439498046875,9.642440795898438,1.7184569835662842,-0.49051499366760254
1711795430385147400,0.4491474609375,9.645484924316406,1.7063989639282227,-0.47242799401283264
1711795430394796500,0.458796630859375,9.646937370300293,1.6989669799804688,-0.46956101059913635
1711795430404445700,0.46844580078125,9.64887523651123,1.6885249614715576,-0.46738898754119873
1711795430414094800,0.4780947265625,9.649035453796387,1.6879520416259766,-0.4662010073661804
1711795430423744300,0.487744140625,9.649035453796387,1.6885600090026855,-0.4639680087566376
1711795430433393400,0.497393310546875,9.648538589477539,1.6911269426345825,-0.4649609923362732
1711795430443042600,0.50704248046875,9.647392272949219,1.7003810405731201,-0.45488300919532776
1711795430452691700,0.516691650390625,9.647815704345703,1.697605013847351,-0.45625999569892883
1711795430462340900,0.5263408203125,9.649831771850586,1.685371994972229,-0.4589720070362091
1711795430471990300,0.535990234375,9.651155471801758,1.6771670579910278,-0.46120700240135193
1711795430481639400,0.545639404296875,9.652560234069824,1.6686869859695435,-0.46255698800086975
1711795430491288600,0.55528857421875,9.653233528137207,1.6644480228424072,-0.4637570083141327
1711795430500937700,0.564937744140625,9.653547286987305,1.6644049882888794,-0.4573400020599365
1711795430510587000,0.5745869140625,9.653554916381836,1.6652220487594604,-0.4542190134525299
1711795430520235800,0.58423583984375,9.65192985534668,1.67665696144104,-0.446603000164032
1711795430529885200,0.59388525390625,9.651705741882324,1.678784966468811,-0.44344601035118103
1711795430539534600,0.60353466796875,9.650723457336426,1.6841679811477661,-0.4444049894809723
1711795430549183700,0.613183837890625,9.651261329650879,1.6803419589996338,-0.4472090005874634
1711795430558833200,0.622833251953125,9.652949333190918,1.6679359674453735,-0.45710501074790955
1711795430568482000,0.63248193359375,9.65374755859375,1.6612399816513062,-0.4645560085773468
1711795430578131200,0.642131103515625,9.655134201049805,1.6516770124435425,-0.4698219895362854
1711795430587780400,0.6517802734375,9.655856132507324,1.6472300291061401,-0.4706049859523773
1711795430597429800,0.6614296875,9.656806945800781,1.643805980682373,-0.4629940092563629
1711795430607078700,0.67107861328125,9.657912254333496,1.6394050121307373,-0.4554930031299591
1711795430616727800,0.680727783203125,9.658069610595703,1.6402180194854736,-0.4491879940032959
1711795430626377000,0.690376953125,9.658706665039062,1.6375000476837158,-0.4453809857368469
1711795430636026400,0.7000263671875,9.658561706542969,1.63823401927948,-0.445811003446579
1711795430645675500,0.709675537109375,9.658750534057617,1.6374739408493042,-0.4445120096206665
1711795430655324700,0.71932470703125,9.657332420349121,1.648298978805542,-0.435234010219574
1711795430664973800,0.728973876953125,9.658349990844727,1.6452269554138184,-0.4241349995136261
1711795430674623000,0.738623046875,9.657264709472656,1.655648946762085,-0.40799999237060547
1711795430684272000,0.748272216796875,9.659750938415527,1.6440869569778442,-0.3956829905509949
1711795430693921300,0.75792138671875,9.660908699035645,1.6394460201263428,-0.38659799098968506
1711795430703570400,0.7675703125,9.664351463317871,1.6199690103530884,-0.38266700506210327
1711795430713219600,0.777219482421875,9.667444229125977,1.6011970043182373,-0.38347798585891724
1711795430722869000,0.786868896484375,9.670472145080566,1.5817060470581055,-0.3880369961261749
