time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1711795425157190000,-4.84381005859375,15.733672618865967,-1,-1,31.882118338488223,14.459999084472656,-1,13.832789517882475,7.3514790534973145,118.81408500449724,-1
1711795430017748000,0.016748046875,15.733672618865967,-1,-1,31.882118338488223,14.459999084472656,-1,13.832789517882475,7.3514790534973145,118.81408500449724,-1
1711795430022553000,0.021552978515625,15.733672618865967,-1,-1,31.882118338488223,14.459999084472656,-1,13.832789517882475,6.950706958770752,118.81408500449724,-1
1711795436037046000,6.0360458984375,15.733672618865967,-1,-1,31.882118338488223,14.459999084472656,-1,13.832789517882475,7.014533519744873,118.81408500449724,-1
1711795442041913000,12.0409130859375,15.733672618865967,-1,-1,31.882118338488223,14.459999084472656,-1,13.832789517882475,7.020786285400391,118.81408500449724,-1
1711795448052002800,18.0510029296875,15.733672618865967,-1,-1,31.882118338488223,14.459999084472656,-1,13.832789517882475,7.03386926651001,118.81408500449724,-1
