time,seconds_elapsed,z,y,x
1711795430071476200,0.070476318359375,-44.55397033691406,23.680465698242188,2.1722335815429688
1711795430081452300,0.080452392578125,-44.31773376464844,23.635543823242188,2.2201004028320312
1711795430091428400,0.090428466796875,-44.11228942871094,23.420013427734375,2.295989990234375
1711795430101404400,0.100404296875,-44.22674560546875,23.560775756835938,2.4224891662597656
1711795430111380200,0.110380126953125,-44.17633056640625,23.743743896484375,2.685588836669922
1711795430121356300,0.120356201171875,-44.58831787109375,23.500640869140625,2.657970428466797
1711795430131332400,0.130332275390625,-44.76368713378906,23.538406372070312,2.6095542907714844
1711795430141307400,0.140307373046875,-44.429046630859375,23.613113403320312,2.7780838012695312
1711795430151283200,0.150283203125,-44.208160400390625,23.329345703125,2.994701385498047
1711795430161259500,0.160259521484375,-44.51332092285156,23.326904296875,2.9573211669921875
1711795430171235300,0.1702353515625,-44.72889709472656,23.231048583984375,2.6792526245117188
1711795430181211100,0.180211181640625,-44.43568420410156,23.451690673828125,3.0104331970214844
1711795430191187500,0.1901875,-44.480865478515625,23.261367797851562,2.891063690185547
1711795430201162200,0.200162353515625,-44.31587219238281,23.496612548828125,2.956195831298828
1711795430211138300,0.21013818359375,-44.691650390625,23.5399169921875,2.7768478393554688
1711795430221114400,0.2201142578125,-44.44551086425781,23.387908935546875,2.541149139404297
1711795430231090400,0.23009033203125,-44.32701110839844,23.447662353515625,2.6595726013183594
1711795430241066500,0.24006640625,-44.218414306640625,23.567764282226562,2.5519065856933594
1711795430251042300,0.250042236328125,-44.45045471191406,23.675186157226562,2.734966278076172
1711795430261018400,0.260018310546875,-44.37376403808594,23.603485107421875,2.4860458374023438
1711795430270993200,0.2699931640625,-44.43841552734375,23.677825927734375,2.5062942504882812
1711795430280969500,0.279969482421875,-44.34208679199219,23.819915771484375,2.326343536376953
1711795430290945300,0.2899453125,-44.16502380371094,23.674224853515625,2.3876190185546875
1711795430300921300,0.29992138671875,-44.588653564453125,23.666183471679688,2.0963096618652344
1711795430310897400,0.3098974609375,-44.69831848144531,23.67169189453125,2.2344284057617188
1711795430320873200,0.319873291015625,-44.880706787109375,23.816055297851562,2.1792030334472656
1711795430330849500,0.329849609375,-44.5894775390625,23.4937744140625,2.158966064453125
1711795430340824300,0.33982421875,-44.87750244140625,23.955078125,2.386035919189453
1711795430350800400,0.34980029296875,-44.59356689453125,23.645736694335938,2.4585533142089844
1711795430360776400,0.3597763671875,-44.307769775390625,23.7852783203125,2.3755035400390625
1711795430370752300,0.369752197265625,-44.1048583984375,23.634536743164062,2.6091651916503906
1711795430380728300,0.379728271484375,-44.419769287109375,23.8101806640625,2.4667892456054688
1711795430390704400,0.389704345703125,-44.639892578125,23.74139404296875,2.5234527587890625
1711795430400679400,0.399679443359375,-44.52101135253906,23.576812744140625,2.6373023986816406
1711795430410655200,0.4096552734375,-44.1756591796875,23.719223022460938,2.5400657653808594
1711795430420631300,0.41963134765625,-44.08209228515625,23.771224975585938,2.4942474365234375
1711795430430607400,0.429607421875,-44.02177429199219,23.940292358398438,2.475543975830078
1711795430440583200,0.439583251953125,-44.30711364746094,23.64678955078125,2.3916473388671875
1711795430450559500,0.4495595703125,-44.21128845214844,23.692245483398438,2.4585914611816406
1711795430460535300,0.459535400390625,-44.113616943359375,23.512176513671875,2.4718780517578125
1711795430470510300,0.46951025390625,-44.30763244628906,23.742019653320312,2.585651397705078
1711795430480486400,0.479486328125,-44.24957275390625,23.820724487304688,2.922107696533203
1711795430490462200,0.489462158203125,-44.1666259765625,23.7161865234375,2.5681800842285156
1711795430500438500,0.4994384765625,-43.98388671875,23.6669921875,2.358673095703125
1711795430510414300,0.509414306640625,-43.95137023925781,23.939254760742188,2.4169692993164062
1711795430520390400,0.519390380859375,-44.171356201171875,23.974411010742188,2.365314483642578
1711795430530366500,0.529366455078125,-44.299896240234375,24.187576293945312,2.192169189453125
1711795430540341500,0.539341552734375,-44.15827941894531,24.175094604492188,2.225391387939453
1711795430550317300,0.5493173828125,-44.38960266113281,24.081375122070312,2.3889808654785156
1711795430560293400,0.55929345703125,-44.26564025878906,24.34051513671875,2.600055694580078
1711795430570269400,0.56926953125,-44.02783203125,24.251861572265625,2.1352462768554688
1711795430580245200,0.579245361328125,-44.49595642089844,24.224807739257812,2.2299537658691406
1711795430590221300,0.58922119140625,-44.293487548828125,24.081298828125,2.124420166015625
1711795430600196400,0.5991962890625,-43.809356689453125,23.940216064453125,2.2420883178710938
1711795430610172200,0.609172119140625,-43.74363708496094,24.118789672851562,2.297332763671875
1711795430620148500,0.6191484375,-43.78120422363281,24.286331176757812,2.0729827880859375
1711795430630124300,0.629124267578125,-44.05287170410156,24.184982299804688,2.404712677001953
1711795430640100400,0.639100341796875,-43.9169921875,24.333328247070312,2.2579917907714844
1711795430650076400,0.649076416015625,-44.13800048828125,24.359695434570312,2.2131118774414062
1711795430660052200,0.65905224609375,-43.891632080078125,24.36456298828125,2.2490921020507812
1711795430670027300,0.66902734375,-43.9552001953125,24.3038330078125,2.3182449340820312
1711795430680003300,0.67900341796875,-44.1787109375,24.472457885742188,2.354595184326172
1711795430689979400,0.6889794921875,-44.27972412109375,24.263351440429688,2.159656524658203
1711795430699955200,0.698955078125,-44.237518310546875,24.465164184570312,2.3167724609375
1711795430709931300,0.70893115234375,-44.19374084472656,24.464736938476562,2.6244659423828125
1711795430719907300,0.7189072265625,-43.675811767578125,24.35455322265625,2.422679901123047
1711795430729882400,0.72888232421875,-43.55030822753906,24.38165283203125,2.3342132568359375
